User ID,Session ID,Timestamp,Component,Interaction Type,Interaction Duration,Total Screentime,Time to Add to Cart,Initial Order,Interaction Sequence
1,2,2024-07-23 07:52:57,Recommended Products,View,19s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:16,Specifications,View,3s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:19,Reviews,Tap,9s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:28,Size/Color Options,Scroll,5s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:33,Shipping Info,Scroll,8s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:41,Discount Badge,Scroll,16s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:57,Price,Tap,1s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,2,2024-07-23 07:53:58,Add to Cart Button,Tap,5s,237s,201s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Stock Indicator, Recommended Products, Specifications, Reviews, Size/Color Options, Shipping Info, Discount Badge, Price, Add to Cart Button"
1,3,2024-08-10 20:46:06,Image Gallery,Scroll,8s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:46:14,Title,Tap,15s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:46:29,Description,Tap,13s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:46:42,Discount Badge,Scroll,8s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:46:50,Size/Color Options,Scroll,3s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:46:53,Shipping Info,View,5s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:46:58,Product Rating,Tap,10s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:47:08,Recommended Products,Scroll,15s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:47:23,Reviews,Tap,10s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:47:33,Add to Cart Button,View,10s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:47:43,Price,Scroll,11s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:47:54,Stock Indicator,View,19s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,3,2024-08-10 20:48:13,Specifications,Tap,3s,127s,18s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Discount Badge, Size/Color Options, Shipping Info, Product Rating, Recommended Products, Reviews, Add to Cart Button, Price, Stock Indicator, Specifications"
1,4,2024-08-16 03:19:06,Image Gallery,View,1s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:07,Title,View,5s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:12,Description,View,9s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:21,Product Rating,View,12s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:33,Price,Tap,6s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:39,Specifications,Scroll,2s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:41,Recommended Products,Tap,5s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:46,Add to Cart Button,View,12s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:19:58,Shipping Info,Tap,15s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:20:13,Discount Badge,Scroll,18s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:20:31,Reviews,View,11s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:20:42,Stock Indicator,Tap,6s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,4,2024-08-16 03:20:48,Size/Color Options,Scroll,4s,88s,14s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Price, Specifications, Recommended Products, Add to Cart Button, Shipping Info, Discount Badge, Reviews, Stock Indicator, Size/Color Options"
1,5,2024-07-21 19:31:06,Image Gallery,View,11s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:31:17,Title,Scroll,15s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:31:32,Description,Scroll,9s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:31:41,Product Rating,Scroll,6s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:31:47,Specifications,Tap,10s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:31:57,Add to Cart Button,Tap,9s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:32:06,Shipping Info,View,4s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:32:10,Stock Indicator,Scroll,3s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:32:13,Reviews,View,18s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:32:31,Price,View,4s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:32:35,Recommended Products,Scroll,14s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:32:49,Discount Badge,Scroll,17s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
1,5,2024-07-21 19:33:06,Size/Color Options,Tap,9s,166s,77s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Product Rating, Specifications, Add to Cart Button, Shipping Info, Stock Indicator, Reviews, Price, Recommended Products, Discount Badge, Size/Color Options"
2,1,2024-07-22 01:33:06,Image Gallery,View,13s,147s,10s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Size/Color Options, Add to Cart Button, Reviews, Specifications, Shipping Info, Recommended Products, Discount Badge, Product Rating, Stock Indicator, Price"
2,1,2024-07-22 01:33:19,Title,Scroll,6s,147s,10s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Size/Color Options, Add to Cart Button, Reviews, Specifications, Shipping Info, Recommended Products, Discount Badge, Product Rating, Stock Indicator, Price"
2,1,2024-07-22 01:33:25,Description,Tap,20s,147s,10s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Size/Color Options, Add to Cart Button, Reviews, Specifications, Shipping Info, Recommended Products, Discount Badge, Product Rating, Stock Indicator, Price"
2,1,2024-07-22 01:33:45,Size/Color Options,Scroll,7s,147s,10s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Size/Color Options, Add to Cart Button, Reviews, Specifications, Shipping Info, Recommended Products, Discount Badge, Product Rating, Stock Indicator, Price"
2,1,2024-07-22 01:33:52,Add to Cart Button,View,7s,147s,10s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Size/Color Options, Add to Cart Button, Reviews, Specifications, Shipping Info, Recommended Products, Discount Badge, Product Rating, Stock Indicator, Price"
2,1,2024-07-22 01:33:59,Reviews,View,1s,147s,10s,"Image Gallery, Title, Description, Price, Size/Color Options, Add to Cart Button, Product Rating, Stock Indicator, Specifications, Shipping Info, Discount Badge, Reviews, Recommended Products","Image Gallery, Title, Description, Size/Color Options, Add to Cart Button, Reviews, Specifications, Shipping Info, Recommended Products, Discount Badge, Product Rating, Stock Indicator, Price"
